ID_participante;Gender;Age;Income;Goal;Career;Decision;Attractiveness;Sincerity;Intelligence;Fun;Ambition;Shared Interests;Like;Probability of interest;Met Before
4556;0;34;NA;2;professor of education;1;7;7;8;8;5;6;8;6;0
4557;0;34;NA;2;professor of education;0;7;6;7;6;8;6;5;4;0
4558;0;34;NA;2;professor of education;0;5;6;6;5;6;5;5;4;0
4559;0;34;NA;2;professor of education;0;6;6;7;7;8;4;7;5;0
4560;0;34;NA;2;professor of education;1;9;8;8;10;5;5;8;5;0
4561;0;34;NA;2;professor of education;1;5;10;10;5;10;2;6;6;0
4562;0;34;NA;2;professor of education;0;5;6;10;5;6;6;4;5;0
4563;0;34;NA;2;professor of education;0;5;6;10;4;10;5;5;5;0
4564;0;34;NA;2;professor of education;1;6;6;7;7;9;6;7;6;0
4565;0;21;54303;2;speech pathologist;0;5;10;10;NA;10;5;5;7;0
4566;0;21;54303;2;speech pathologist;0;4;9;8;4;8;NA;4;4;0
4567;0;21;54303;2;speech pathologist;0;3;NA;NA;NA;3;NA;2;5;0
4568;0;21;54303;2;speech pathologist;1;7;9;NA;8;NA;7;7;8;0
4569;0;21;54303;2;speech pathologist;1;10;10;10;10;10;10;10;10;0
4570;0;21;54303;2;speech pathologist;0;6;10;NA;NA;NA;8;5;7;0
4571;0;21;54303;2;speech pathologist;0;5;7;10;7;7;6;4;5;0
4572;0;21;54303;2;speech pathologist;1;7;6;6;NA;6;5;7;8;0
4573;0;21;54303;2;speech pathologist;1;7;6;6;7;8;NA;7;6;0
4574;0;21;54303;2;speech pathologist;0;7;10;NA;NA;10;NA;6;6;0
4575;0;21;54303;2;speech pathologist;0;7;8;5;NA;NA;NA;4;5;0
4576;0;21;54303;2;speech pathologist;0;2;10;8;5;NA;NA;3;6;0
4577;0;21;54303;2;speech pathologist;0;6;9;8;6;8;NA;4;7;0
4578;0;21;54303;2;speech pathologist;0;7;6;NA;NA;NA;NA;5;5;0
4579;0;33;16908;4;Educator;0;4;6;7;5;8;6;6;8;0
4580;0;33;16908;4;Educator;0;7;8;8;8;8;7;7;8;0
4581;0;33;16908;4;Educator;0;7;5;7;3;6;2;4;6;0
4582;0;33;16908;4;Educator;0;8;7;8;8;8;6;7;6;0
4583;0;33;16908;4;Educator;0;6;10;9;8;8;7;7;8;0
4584;0;33;16908;4;Educator;1;7;8;8;8;8;7;8;8;0
4585;0;33;16908;4;Educator;0;6;7;9;6;9;6;7;7;0
4586;0;33;16908;4;Educator;0;5;6;8;5;8;5;5;6;0
4587;0;33;16908;4;Educator;0;6;7;8;7;8;5;7;7;0
4588;0;33;16908;4;Educator;0;7;7;7;9;8;7;7;NA;0
4589;0;33;16908;4;Educator;0;5;7;7;6;7;5;6;8;0
4590;0;33;16908;4;Educator;0;3;6;5;5;5;4;4;7;0
4591;0;33;16908;4;Educator;0;5;8;9;7;8;7;6;8;0
4592;0;33;16908;4;Educator;0;4;6;8;6;8;5;6;7;0
4593;0;28;39729;1;Speech Pathologist;0;2;8;9;1;8;0;5;2;0
4594;0;28;39729;1;Speech Pathologist;0;6;7;8;8;7;4;5;5;0
4595;0;28;39729;1;Speech Pathologist;0;8;7;9;2;6;0;3;3;0
4596;0;28;39729;1;Speech Pathologist;0;7;7;7;5;7;5;5;5;0
4597;0;28;39729;1;Speech Pathologist;0;7;6;8;3;5;5;5;5;0
4598;0;28;39729;1;Speech Pathologist;0;6;9;8;7;5;5;6;5;0
4599;0;28;39729;1;Speech Pathologist;0;6;9;10;3;9;4;6;5;0
4600;0;28;39729;1;Speech Pathologist;0;6;8;10;3;8;2;6;5;0
4601;0;28;39729;1;Speech Pathologist;0;9;8;9;9;9;5;6;5;0
4602;0;28;39729;1;Speech Pathologist;1;7;7;8;10;7;8;9;5;0
4603;0;28;39729;1;Speech Pathologist;0;5;6;7;3;7;2;6;5;0
4604;0;28;39729;1;Speech Pathologist;0;3;6;5;5;6;0;5;4;NA
4605;0;28;39729;1;Speech Pathologist;0;5;6;7;3;7;3;5;5;0
4606;0;28;39729;1;Speech Pathologist;0;5;5;6;3;5;0;4;5;NA
4607;0;29;NA;1;teaching/education;0;5;8;8;7;7;6;7;8;1
4608;0;29;NA;1;teaching/education;1;7;9;9;8;2;7;8;8;0
4609;0;29;NA;1;teaching/education;1;8;7;8;6;6;5;7;7;0
4610;0;29;NA;1;teaching/education;1;9;8;8;6;6;7;8;7;0
4611;0;29;NA;1;teaching/education;1;7;8;8;8;7;8;8;7;0
4612;0;29;NA;1;teaching/education;0;7;7;7;6;7;6;7;6;0
4613;0;29;NA;1;teaching/education;1;6;8;9;8;8;6;7;7;0
4614;0;29;NA;1;teaching/education;1;5;9;9;8;7;8;8;7;0
4615;0;29;NA;1;teaching/education;0;7;5;7;5;9;7;6;6;0
4616;0;29;NA;1;teaching/education;0;8;5;8;9;7;3;7;7;0
4617;0;29;NA;1;teaching/education;0;4;7;8;5;7;8;5;6;0
4618;0;29;NA;1;teaching/education;0;4;6;7;5;9;6;6;7;0
4619;0;29;NA;1;teaching/education;0;7;7;7;5;5;5;6;6;0
4620;0;29;NA;1;teaching/education;1;7;6;7;6;6;5;6;6;0
4621;0;22;NA;1;professor in college;0;9;9;9;9;8;9;8;5;1
4622;0;22;NA;1;professor in college;1;8;9;8;9;8;6;8;6;0
4623;0;22;NA;1;professor in college;0;7;6;6;6;6;5;6;5;0
4624;0;22;NA;1;professor in college;1;8;8;7;8;7;6;8;6;0
4625;0;22;NA;1;professor in college;1;7;8;8;7;7;6;7;6;0
4626;0;22;NA;1;professor in college;1;7;8;8;6;6;6;7;6;0
4627;0;22;NA;1;professor in college;0;6;8;7;7;8;6;6;7;0
4628;0;22;NA;1;professor in college;1;8;8;8;8;8;6;8;7;0
4629;0;22;NA;1;professor in college;1;7;8;8;7;8;6;7;6;0
4630;0;22;NA;1;professor in college;1;7;8;8;8;8;6;8;6;0
4631;0;22;NA;1;professor in college;0;5;6;6;5;5;6;5;5;0
4632;0;22;NA;1;professor in college;0;5;6;6;6;6;5;5;5;0
4633;0;22;NA;1;professor in college;0;6;6;7;6;6;5;5;5;0
4634;0;22;NA;1;professor in college;0;6;6;8;6;6;4;6;6;0
4635;0;27;57316;5;Teacher;0;3;6;7;5;5;4;6;5;0
4636;0;27;57316;5;Teacher;0;4;7;6;7;5;5;6;3;0
4637;0;27;57316;5;Teacher;0;4;6;6;4;4;3;4;3;0
4638;0;27;57316;5;Teacher;1;7.5;8;8;7;7;5.5;7;5;0
4639;0;27;57316;5;Teacher;1;7;8;7.5;8;7;7;8;6;NA
4640;0;27;57316;5;Teacher;1;8;9;9;9;8;8;9;7;0
4641;0;27;57316;5;Teacher;0;4;8;8;5;8;4;6;4;0
4642;0;27;57316;5;Teacher;0;6.5;8;8;6;7;6.5;6;5;0
4643;0;27;57316;5;Teacher;1;NA;7;7;8;7;7;7;5;0
4644;0;27;57316;5;Teacher;1;7;6;7;8;5;7;7;6;0
4645;0;27;57316;5;Teacher;0;4;6;7;6;6;5;5;4;0
4646;0;27;57316;5;Teacher;0;3;8;6;7;5;5;6;6;0
4647;0;27;57316;5;Teacher;0;5;6;6;5;4;4;5;4;0
4648;0;27;57316;5;Teacher;0;4;7;8;5;8;5;7;3;0
4649;1;27;NA;1;Academia;;;;;;;;;;
4650;1;27;NA;1;Academia;;;;;;;;;;
4651;1;27;NA;1;Academia;;;;;;;;;;
4652;1;27;NA;1;Academia;;;;;;;;;;
4653;1;27;NA;1;Academia;;;;;;;;;;
4654;1;27;NA;1;Academia;;;;;;;;;;
4655;1;27;NA;1;Academia;;;;;;;;;;
4656;1;27;NA;1;Academia;;;;;;;;;;
4657;1;27;NA;1;Academia;;;;;;;;;;
4658;1;27;NA;1;Academia;;;;;;;;;;
4659;1;27;NA;1;Academia;;;;;;;;;;
4660;1;27;NA;1;Academia;;;;;;;;;;
4661;1;27;NA;1;Academia;;;;;;;;;;
4662;1;27;NA;1;Academia;;;;;;;;;;
4663;1;32;30587;3;curriculum developer;0;10;10;10;10;10;NA;8;3;0
4664;1;32;30587;3;curriculum developer;0;9;10;8;10;8;NA;8;4;0
4665;1;32;30587;3;curriculum developer;0;8;10;10;8;10;4;5;8;0
4666;1;32;30587;3;curriculum developer;0;10;10;8;8;NA;8;8;4;0
4667;1;32;30587;3;curriculum developer;0;8;10;8;8;8;4;8;3;0
4668;1;32;30587;3;curriculum developer;0;7;10;9;9;8;NA;7;3;0
4669;1;32;30587;3;curriculum developer;0;10;10;8;9;8;NA;8;6;0
4670;1;32;30587;3;curriculum developer;1;8;10;10;8;10;7;8;8;0
4671;1;32;30587;3;curriculum developer;0;5;4;4;4;4;0;3;2;0
4672;1;32;30587;3;curriculum developer;1;10;10;10;9;10;NA;8;9;0
4673;1;32;30587;3;curriculum developer;0;8;10;8;10;8;4;8;2;0
4674;1;32;30587;3;curriculum developer;1;10;10;10;10;10;5;8;5;0
4675;1;32;30587;3;curriculum developer;0;10;10;8;8;NA;NA;8;4;0
4676;1;32;30587;3;curriculum developer;1;10;10;10;10;NA;NA;8;8;NA
4677;1;25;55080;1;?;0;7;7;8;6;7;5;7;6;0
4678;1;25;55080;1;?;0;6;7;7;5;6;4;6;5;0
4679;1;25;55080;1;?;0;6;8;8;7;6;6;5;5;0
4680;1;25;55080;1;?;1;9;8;7;8;7;6;8;7;0
4681;1;25;55080;1;?;0;7;7;7;8;6;4;5;5;0
4682;1;25;55080;1;?;0;6;6;6;6;6;5;5;4;NA
4683;1;25;55080;1;?;0;6;6;6;5;7;4;5;4;0
4684;1;25;55080;1;?;1;8;7;7;6;7;4;7;6;0
4685;1;25;55080;1;?;0;6;6;5;7;5;4;4;4;0
4686;1;25;55080;1;?;0;6;8;7;5;5;5;6;4;0
4687;1;25;55080;1;?;1;8;7;7;7;7;5;7;6;0
4688;1;25;55080;1;?;0;7;8;7;6;6;4;6;5;0
4689;1;25;55080;1;?;0;8;8;7;6;7;3;6;5;0
4690;1;25;55080;1;?;1;8;8;8;8;8;5;8;7;0
4691;1;29;57513;2;Entrepreneur;0;6;7;8;5;4;5;7;5;NA
4692;1;29;57513;2;Entrepreneur;0;4;5;5;5;7;8;6;6;0
4693;1;29;57513;2;Entrepreneur;0;5;5;7;5;8;6;7;7;0
4694;1;29;57513;2;Entrepreneur;1;7;8;5;6;5;8;7;6;0
4695;1;29;57513;2;Entrepreneur;0;5;6;6;7;5;6;7;4;0
4696;1;29;57513;2;Entrepreneur;0;5;5;6;4;7;5;6;10;0
4697;1;29;57513;2;Entrepreneur;0;4;2;5;4;5;7;5;4;0
4698;1;29;57513;2;Entrepreneur;1;6;6;7;8;7;8;6;10;NA
4699;1;29;57513;2;Entrepreneur;0;4;0;2;0;3;8;3;0;0
4700;1;29;57513;2;Entrepreneur;1;8;7;7;8;5;8;8;7;0
4701;1;29;57513;2;Entrepreneur;1;7;7;4;5;5;5;6;9;0
4702;1;29;57513;2;Entrepreneur;0;5;7;6;5;6;7;6;10;0
4703;1;29;57513;2;Entrepreneur;0;6;5;5;2;8;7;7;8;0
4704;1;29;57513;2;Entrepreneur;0;5;8;6;7;5;6;7;8;0
4705;1;23;33772;2;Museum Work (Curation?);1;8;8;8;7;8;8;8;7;0
4706;1;23;33772;2;Museum Work (Curation?);0;5;6;6;3;4;2;3;5;0
4707;1;23;33772;2;Museum Work (Curation?);0;3;6;7;4;8;2;4;5;0
4708;1;23;33772;2;Museum Work (Curation?);0;7;5;5;6;3;2;5;6;0
4709;1;23;33772;2;Museum Work (Curation?);0;5;7;7;5;5;4;5;6;0
4710;1;23;33772;2;Museum Work (Curation?);0;5;7;8;7;6;3;5;7;0
4711;1;23;33772;2;Museum Work (Curation?);0;4;6;6;4;4;2;3;5;0
4712;1;23;33772;2;Museum Work (Curation?);0;6;6;8;5;8;3;4;3;0
4713;1;23;33772;2;Museum Work (Curation?);0;6;4;4;8;4;8;6;10;0
4714;1;23;33772;2;Museum Work (Curation?);1;9;8;8;6;7;9;9;6;0
4715;1;23;33772;2;Museum Work (Curation?);0;6;6;6;6;4;3;6;6;0
4716;1;23;33772;2;Museum Work (Curation?);0;5;7;8;4;8;5;5;5;0
4717;1;23;33772;2;Museum Work (Curation?);0;7;6;6;5;5;2;5;6;0
4718;1;23;33772;2;Museum Work (Curation?);1;7;8;8;6;7;6;7;7;0
4719;1;27;NA;1;Music Industry;0;6;5;6;7;8;8;6;7;0
4720;1;27;NA;1;Music Industry;0;5;7;8;7;NA;9;7;7;0
4721;1;27;NA;1;Music Industry;0;3;6;9;4;8;4;4;6;0
4722;1;27;NA;1;Music Industry;1;6;7;6;7;7;6;7;8;0
4723;1;27;NA;1;Music Industry;0;4;6;7;5;7;5;7;7;0
4724;1;27;NA;1;Music Industry;0;4;7;7;5;5;4;5;4;0
4725;1;27;NA;1;Music Industry;0;3;6;7;8;NA;6;6;7;0
4726;1;27;NA;1;Music Industry;0;5;8;9;8;8;5;8;8;0
4727;1;27;NA;1;Music Industry;0;3;6;4;8;6;5;4;7;0
4728;1;27;NA;1;Music Industry;1;7;7;9;8;9;6;9;6;0
4729;1;27;NA;1;Music Industry;0;6;8;7;8;6;6;7;7;0
4730;1;27;NA;1;Music Industry;0;6;7;7;5;6;4;5;5;0
4731;1;27;NA;1;Music Industry;0;4;8;6;6;6;4;4;5;0
4732;1;27;NA;1;Music Industry;0;5;7;9;8;8;8;8;7;0
4733;1;32;NA;2;academic or consulting;1;7;7;6;6;6;6;6;6;0
4734;1;32;NA;2;academic or consulting;0;4;6;5;5;5;4;5;6;0
4735;1;32;NA;2;academic or consulting;0;4;6;6;5;8;5;5;6;0
4736;1;32;NA;2;academic or consulting;1;5;5;6;6;6;5;7;5;0
4737;1;32;NA;2;academic or consulting;0;4;5;5;4;4;4;4;4;0
4738;1;32;NA;2;academic or consulting;0;6;6;5;5;6;4;5;5;0
4739;1;32;NA;2;academic or consulting;0;5;7;7;4;5;4;4;4;0
4740;1;32;NA;2;academic or consulting;1;7;7;7;7;5;6;6;6;0
4741;1;32;NA;2;academic or consulting;0;7;5;6;7;6;6;6;5;0
4742;1;32;NA;2;academic or consulting;1;6;7;7;7;6;6;7;6;0
4743;1;32;NA;2;academic or consulting;0;5;7;5;6;7;5;6;5;0
4744;1;32;NA;2;academic or consulting;0;6;6;6;6;5;5;6;6;0
4745;1;32;NA;2;academic or consulting;1;9;8;7;8;5;6;8;7;0
4746;1;32;NA;2;academic or consulting;1;7;8;7;7;5;6;7;6;0
4747;1;27;NA;3;Academia or UN;1;9;8;10;7;7;7;9;5;0
4748;1;27;NA;3;Academia or UN;1;7;7;9;7;4;3;6;4;0
4749;1;27;NA;3;Academia or UN;0;7;8;8;4;4;4;8;3;NA
4750;1;27;NA;3;Academia or UN;0;6;8;8;6;3;4;6;4;0
4751;1;27;NA;3;Academia or UN;1;8;7;9;8;3;5;7;5;0
4752;1;27;NA;3;Academia or UN;1;7;9;9;7;6;4;7;5;0
4753;1;27;NA;3;Academia or UN;0;5;9;9;6;6;3;6;6;0
4754;1;27;NA;3;Academia or UN;0;5;8;8;7;7;3;6;3;0
4755;1;27;NA;3;Academia or UN;0;2;8;6;4;7;2;4;1;0
4756;1;27;NA;3;Academia or UN;0;7;7;7;7;6;3;6;4;0
4757;1;27;NA;3;Academia or UN;0;7;9;8;8;3;3;6;4;0
4758;1;27;NA;3;Academia or UN;1;9;8;8;6;4;5;7;6;0
4759;1;27;NA;3;Academia or UN;1;8;8;9;10;4;2;7;6;0
4760;1;27;NA;3;Academia or UN;1;10;8;10;9;5;4;8;7;0
4761;1;25;31857;2;Investment banking;1;7;8;9;8;7;6;7;6;0
4762;1;25;31857;2;Investment banking;0;5;6;6;6;5;3;4;3;0
4763;1;25;31857;2;Investment banking;1;6;8;8;8;7;5;6;6;0
4764;1;25;31857;2;Investment banking;1;7;6;6;7;7;5;6;5;0
4765;1;25;31857;2;Investment banking;0;5;6;5;4;4;3;3;3;0
4766;1;25;31857;2;Investment banking;1;5;8;7;8;5;5;7;7;0
4767;1;25;31857;2;Investment banking;1;6;8;8;7;7;8;6;7;0
4768;1;25;31857;2;Investment banking;0;5;6;8;4;5;3;3;2;0
4769;1;25;31857;2;Investment banking;0;4;5;6;8;7;6;5;5;0
4770;1;25;31857;2;Investment banking;0;6;5;6;6;3;3;4;4;0
4771;1;25;31857;2;Investment banking;1;8;8;8;9;6;6;8;5;0
4772;1;25;31857;2;Investment banking;0;5;6;5;4;4;3;3;2;0
4773;1;25;31857;2;Investment banking;0;6;6;5;3;4;2;2;2;0
4774;1;25;31857;2;Investment banking;1;7;7;7;6;6;4;6;3;0
4775;1;30;NA;1;International Development banker;1;8;7;9;7;7;7;8;7;0
4776;1;30;NA;1;International Development banker;0;4;7;7;4;7;4;5;6;0
4777;1;30;NA;1;International Development banker;1;5;10;9;9;9;6;7;7;0
4778;1;30;NA;1;International Development banker;0;8;4;6;4;6;4;5;5;0
4779;1;30;NA;1;International Development banker;0;4;8;7;4;6;2;4;7;0
4780;1;30;NA;1;International Development banker;0;5;8;8;7;6;4;6;8;0
4781;1;30;NA;1;International Development banker;0;4;7;8;5;6;5;6;6;0
4782;1;30;NA;1;International Development banker;0;4;10;10;8;5;5;6;8;NA
4783;1;30;NA;1;International Development banker;0;4;7;8;6;7;4;5;7;0
4784;1;30;NA;1;International Development banker;1;7;7;9;8;7;9;7;7;0
4785;1;30;NA;1;International Development banker;1;8;6;8;8;8;7;8;6;0
4786;1;30;NA;1;International Development banker;1;8;9;9;8;5;5;7;9;0
4787;1;30;NA;1;International Development banker;0;7;10;7;6;4;5;6;7;0
4788;1;30;NA;1;International Development banker;1;7;7;7;6;8;9;7;7;0
4789;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;6;7;7;6;5;5;6;3;0
4790;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;6;6;6;6;4;7;7;1;0
4791;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;4;5;7;5;5;6;8;1;0
4792;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;7;7;6;6;7;5;8;1;0
4793;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;5;6;7;6;6;5;6;1;0
4794;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;4;7;8;7;4;5;5;1;0
4795;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;7;7;7;6;5;5;7;1;0
4796;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;7;7;7;6;7;6;7;1;0
4797;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;4;3;5;4;6;4;5;1;0
4798;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;1;6;4;5;5;5;5;6;1;0
4799;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;5;6;5;6;6;3;5;1;0
4800;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;5;6;5;6;5;4;5;2;0
4801;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;4;6;5;4;5;4;NA;3;0
4802;1;29;NA;2;Corporate Finance, Asset Management/ Hedge Funds;0;6;6;7;6;5;3;6;2;0
4803;1;26;NA;6;I am a teacher.;1;10;9;9;8;7;8;8;7;0
4804;1;26;NA;6;I am a teacher.;0;6;9;7;6;6;7;6;6;0
4805;1;26;NA;6;I am a teacher.;1;6;9;7;6;6;8;8;7;0
4806;1;26;NA;6;I am a teacher.;1;9;9;7;8;9;8;9;9;0
4807;1;26;NA;6;I am a teacher.;0;7;8;8;5;6;5;6;7;NA
4808;1;26;NA;6;I am a teacher.;1;7;9;8;10;9;9;8;8;0
4809;1;26;NA;6;I am a teacher.;1;6;8;9;8;9;8;7;7;0
4810;1;26;NA;6;I am a teacher.;0;5;6;7;8;9;10;6;5;0
4811;1;26;NA;6;I am a teacher.;0;7;8;7;6;8;5;6;5;0
4812;1;26;NA;6;I am a teacher.;1;9;7;8;9;8;10;8;5;0
4813;1;26;NA;6;I am a teacher.;0;6;6;6;9;8;8;7;7;0
4814;1;26;NA;6;I am a teacher.;0;6;8;6;5;8;6;7;7;0
4815;1;26;NA;6;I am a teacher.;0;8;6;7;6;5;5;7;7;0
4816;1;26;NA;6;I am a teacher.;1;9;9;7;7;5;6;8;6;0
4817;1;36;23207;4;Professor or journalist;1;10;8;10;7;9;NA;7;5;0
4818;1;36;23207;4;Professor or journalist;0;5;7;7;5;5;NA;3;2;0
4819;1;36;23207;4;Professor or journalist;0;5;8;8;5;7;NA;6;1;0
4820;1;36;23207;4;Professor or journalist;0;6;10;7;5;5;NA;8;1;0
4821;1;36;23207;4;Professor or journalist;0;6;10;7;5;5;NA;8;NA;NA
4822;1;36;23207;4;Professor or journalist;0;6;10;8;6;5;NA;6;1;0
4823;1;36;23207;4;Professor or journalist;0;9;4;5;2;2;NA;3;1;0
4824;1;36;23207;4;Professor or journalist;0;7;8;9;2;9;NA;5;1;0
4825;1;36;23207;4;Professor or journalist;0;5;8;6;10;5;NA;9;5;0
4826;1;36;23207;4;Professor or journalist;0;7;7;7;5;5;NA;5;2;0
4827;1;36;23207;4;Professor or journalist;0;5;7;6;5;5;NA;5;3;0
4828;1;36;23207;4;Professor or journalist;0;8;2;9;5;9;NA;5;1;0
4829;1;36;23207;4;Professor or journalist;0;6;7;4;4;4;NA;5;1;0
4830;1;36;23207;4;Professor or journalist;0;6;8;8;4;6;NA;5;2;0
4831;1;29;NA;1;Finance;0;7;7;7;7;5;5;6;5;0
4832;1;29;NA;1;Finance;0;4;5;6;5;6;4;4;5;0
4833;1;29;NA;1;Finance;0;4;7;7;6;7;6;5;5;0
4834;1;29;NA;1;Finance;0;6;7;7;7;7;6;6;5;0
4835;1;29;NA;1;Finance;0;4;7;7;6;6;5;5;5;0
4836;1;29;NA;1;Finance;0;6;7;7;6;6;5;5;5;0
4837;1;29;NA;1;Finance;0;4;7;7;5;5;5;4;5;0
4838;1;29;NA;1;Finance;0;6;7;8;7;5;5;7;5;0
4839;1;29;NA;1;Finance;0;6;6;7;8;7;7;6;5;0
4840;1;29;NA;1;Finance;0;5;7;7;6;6;6;6;5;0
4841;1;29;NA;1;Finance;0;4;7;6;6;5;5;4;5;0
4842;1;29;NA;1;Finance;0;4;8;7;6;5;5;5;5;0
4843;1;29;NA;1;Finance;0;4;8;7;7;5;6;6;5;0
4844;1;29;NA;1;Finance;0;6;8;7;8;7;7;7;5;0
4845;0;34;NA;2;to get Ph.D and be a professor;0;8;NA;10;8;NA;10;10;5;1
4846;0;34;NA;2;to get Ph.D and be a professor;1;10;NA;10;10;NA;8;10;5;0
4847;0;34;NA;2;to get Ph.D and be a professor;0;8;NA;10;10;NA;10;10;5;0
4848;0;34;NA;2;to get Ph.D and be a professor;0;5;NA;10;7;NA;NA;8;2;0
4849;0;34;NA;2;to get Ph.D and be a professor;0;8;NA;10;10;NA;NA;8;5;0
4850;0;34;NA;2;to get Ph.D and be a professor;1;8;NA;10;10;NA;8;9;5;0
4851;0;34;NA;2;to get Ph.D and be a professor;0;5;NA;10;8;NA;NA;8;2;0
4852;0;34;NA;2;to get Ph.D and be a professor;1;10;NA;10;10;8;10;10;5;0
4853;0;34;NA;2;to get Ph.D and be a professor;1;8;NA;10;8;NA;10;8;5;0
4854;0;25;NA;2;Education;1;6;7;8;8;6;6;6;7;0
4855;0;25;NA;2;Education;1;8;7;8;7;6;6;7;5;0
4856;0;25;NA;2;Education;1;8;7;8;7;7;6;7;5;0
4857;0;25;NA;2;Education;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
4858;0;25;NA;2;Education;0;6;7;7;6;6;6;6;5;0
4859;0;25;NA;2;Education;0;6;8;7;7;6;8;6;5;0
4860;0;25;NA;2;Education;0;6;7;7;6;6;6;6;5;0
4861;0;25;NA;2;Education;1;7;6;7;8;6;7;7;6;0
4862;0;25;NA;2;Education;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
4863;0;23;NA;1;school psychologist;1;1;10;10;6;5;1;3;5;0
4864;0;23;NA;1;school psychologist;1;3;6;7;7;6;3;7;4;0
4865;0;23;NA;1;school psychologist;1;2;6;8;9;5;2;7;3;0
4866;0;23;NA;1;school psychologist;1;1;7;10;6;10;1;1;6;0
4867;0;23;NA;1;school psychologist;1;3;7;8;9;6;2;2;8;0
4868;0;23;NA;1;school psychologist;1;1;7;9;7;6;1;3;6;0
4869;0;23;NA;1;school psychologist;1;1;7;9;2;5;2;2;4;0
4870;0;23;NA;1;school psychologist;1;3;7;9;6;7;9;7;8;0
4871;0;23;NA;1;school psychologist;1;8;9;9;9;9;9;9;9;0
4872;0;30;NA;2;School Psychologist;1;5;7;8;7;7;5;5;5;0
4873;0;30;NA;2;School Psychologist;1;7;7;7;7;5;5;7;5;0
4874;0;30;NA;2;School Psychologist;1;7;6;7;8;6;5;6;5;0
4875;0;30;NA;2;School Psychologist;1;8;7;8;5;7;5;8;5;0
4876;0;30;NA;2;School Psychologist;1;6;7;6;8;5;5;5;4;0
4877;0;30;NA;2;School Psychologist;1;6;8;8;7;7;7;5;5;0
4878;0;30;NA;2;School Psychologist;1;5;5;7;5;7;5;4;4;0
4879;0;30;NA;2;School Psychologist;1;7;7;7;8;7;5;7;5;0
4880;0;30;NA;2;School Psychologist;1;7;5;6;4;5;5;5;4;0
4881;0;36;NA;2;Educator;1;7;10;8;10;NA;9;8;9;0
4882;0;36;NA;2;Educator;1;9;10;9;10;NA;7;9;6;0
4883;0;36;NA;2;Educator;1;8;10;9;10;7;6;8;8;0
4884;0;36;NA;2;Educator;1;7;10;10;6;10;6;7;6;0
4885;0;36;NA;2;Educator;1;7;10;9;9;NA;9;9;8;0
4886;0;36;NA;2;Educator;1;8;10;9;10;9;7;8;8;0
4887;0;36;NA;2;Educator;1;7;10;9;8;NA;6;7;7;0
4888;0;36;NA;2;Educator;1;9;10;8;10;9;5;8;9;0
4889;0;36;NA;2;Educator;1;8;10;9;8;8;5;8;6;0
4890;0;29;NA;2;Consulting;0;5;10;8;8;8;2;8;1;0
4891;0;29;NA;2;Consulting;0;8;8;8;10;NA;10;10;1;0
4892;0;29;NA;2;Consulting;0;8;8;8;8;8;8;8;5;0
4893;0;29;NA;2;Consulting;0;8;10;8;8;8;8;6;1;0
4894;0;29;NA;2;Consulting;0;8;8;8;10;8;5;10;1;0
4895;0;29;NA;2;Consulting;0;8;10;8;8;8;8;8;3;0
4896;0;29;NA;2;Consulting;0;8;8;8;8;8;3;8;3;0
4897;0;29;NA;2;Consulting;0;8;8;8;8;8;8;7;3;0
4898;0;29;NA;2;Consulting;0;8;3;7;6;7;3;5;1;0
4899;0;30;NA;2;Teacher;0;6;8;8;10;8;6;8;4;0
4900;0;30;NA;2;Teacher;1;8;8;8;8;6;8;9;7;0
4901;0;30;NA;2;Teacher;0;8;6;8;8;8;5;8;5;0
4902;0;30;NA;2;Teacher;1;8;7;8;8;8;8;6;7;0
4903;0;30;NA;2;Teacher;0;6;8;8;8;7;8;10;6;0
4904;0;30;NA;2;Teacher;0;7;9;8;8;7;6;10;7;0
4905;0;30;NA;2;Teacher;0;5;7;7;5;10;5;5;5;0
4906;0;30;NA;2;Teacher;1;9;8;8;8;8;4;7;6;0
4907;0;30;NA;2;Teacher;1;6;6;7;7;7;7;7;5;0
4908;0;29;NA;6;teacher;0;6;7;7;5;6;NA;6;3;0
4909;0;29;NA;6;teacher;0;7;6;8;7;8;NA;7;3;0
4910;0;29;NA;6;teacher;0;8;6;8;7;8;NA;7;5;0
4911;0;29;NA;6;teacher;1;6;7;8;6;8;6;7;5;0
4912;0;29;NA;6;teacher;1;7;7;9;6;7;6;8;6;0
4913;0;29;NA;6;teacher;0;6;8;8;6;7;3;7;4;0
